RLOI_ID,Lat,Lon,E,N
6074,52.09316539,0.292504244,557146,246348
6189,52.06173729,0.194272003,550523,242645
6190,52.13446903,0.141776807,546686,250626
6192,52.21284322,0.12086534,545000,259300
6194,52.13121316,0.205224192,551039,250394
6195,52.14197212,0.147997396,547087,251473
6196,52.11897881,-0.054467757,533302,248525
6197,52.17505599,0.019613387,538200,254900
6198,52.26878325,0.20854314,550800,265700
6199,52.15154611,0.067138671,541524,252377
6246,52.19723459,0.08751995,542772,257498
6247,52.42589007,0.720780179,585090,284360
6250,52.4921344,0.938892576,599617,292307
6253,52.33218876,0.438270871,566236,273254
6255,52.27213408,0.70663033,584768,267226
6265,52.4323965,0.877018301,595682,285495
6267,52.30691722,0.351092432,560388,270247
6270,52.39018132,0.871566158,595498,280786
6272,52.2421665,0.240530623,553074,262807
6273,52.41269038,0.762188159,587961,282999
6275,52.45044987,0.982407219,602762,287793
6277,52.69422615,0.419360382,563598,313473
6279,52.32642436,0.578408982,575806,272944
6281,52.10181598,-0.017382719,535893,246685
6009,52.79538925,0.364183159,559500,324600
6248,52.79873779,0.490552035,568006,325260
6268,52.90831516,0.504435199,568517,337479
6245,52.51883463,0.25201901,552900,293600
6252,52.39784809,0.093684005,542548,279821
6075,52.42812067,-0.35420654,512000,282400
6076,52.02675801,-0.266947591,519000,237900
6077,52.04042897,-0.335808847,514241,239310
6078,52.27627817,-0.223839101,521278,265722
6150,52.33060286,-0.227974473,520848,271757
6151,52.13179076,-0.962056094,471144,248673
6152,51.90769382,-0.66855258,491690,224077
6153,52.31426503,-0.444989098,506100,269600
6154,51.98125454,-0.715734397,488300,232200
6155,52.25395891,-0.309383247,515500,263100
6156,51.92421354,-0.634237994,494016,225958
6157,52.13592542,-0.996208105,468800,249100
6158,52.03181499,-1.132648186,459600,237400
6159,52.01149216,-0.930906857,473473,235324
6160,52.24915485,-0.485353735,503500,262300
6161,52.37700953,-0.269427989,517900,276850
6162,52.08783296,-0.717099664,487997,244052
6163,52.07305089,-0.805155039,481991,242305
6164,52.05845896,-0.704770095,488900,240800
6165,52.05869413,-0.714754758,488215,240814
6166,52.14750661,-0.708034116,488500,250700
6167,52.1601149,-0.630186899,493800,252200
6168,52.21994228,-0.521481809,501100,259000
6169,52.13374007,-0.460049224,505500,249500
6170,52.12832452,-0.424443323,507950,248950
6171,52.14560388,-0.405564856,509200,250900
6172,52.16620228,-0.309304541,515733,253340
6173,52.21309759,-0.281660451,517500,258600
6174,52.24295524,-0.263662989,518650,261950
6175,52.31851492,-0.176341524,524400,270500
6176,52.33068192,-0.120804603,528150,271950
6177,52.32362634,-0.101293496,529500,271200
6178,52.31732289,-0.072952711,531450,270550
6179,52.33574593,0.008578935,536950,272750
6180,52.35413619,0.037313385,538850,274850
6181,52.14436558,-0.316459884,515300,250900
6182,52.08511875,-0.267913141,518779,244389
6183,51.99805869,-0.992010932,469300,233770
6184,52.13347367,-1.025483444,466800,248800
6185,52.05372157,-0.855126043,478600,240100
6186,52.32088714,-0.002277491,536256,271077
6015,52.57195543,1.738426636,653419,303692
6083,52.35919488,1.182272265,616787,278226
6088,52.37142721,1.099736638,611110,279342
6094,52.8308874,1.126251736,610698,330509
6095,52.61202036,1.017123071,604369,305857
6096,52.66941022,0.995648412,602650,312178
6097,52.68112788,0.893642423,595702,313199
6098,52.82736911,0.847415491,591934,329337
6099,52.81931353,1.251659786,619202,329597
6125,52.72549316,0.990176519,602021,318399
6202,52.6263256,1.699902515,650499,309602
6203,52.64919507,1.567612601,641423,311693
6204,52.46457956,1.564226115,642209,291156
6205,52.61227531,1.434404359,632611,307150
6206,52.57820023,1.650235612,647410,304080
6207,52.48200368,1.67053016,649329,293455
6208,52.57650065,1.516022823,638329,303439
6209,52.53083197,1.622836559,645819,298720
6210,52.74593049,1.570226392,641066,322457
6211,52.69991788,1.426763349,631630,316870
6212,52.47491171,1.710403371,652076,292805
6213,52.55932248,1.570034473,642082,301709
6214,52.59038381,1.436884857,632895,304724
6215,52.6783375,1.487889247,635875,314669
6216,52.73529065,1.480451319,635066,320977
6217,52.70167915,1.571111119,641370,317540
6084,52.16718349,1.051462981,608782,256492
6085,52.18860702,1.451210812,635999,260100
6086,52.1812518,1.0083308,605768,257933
6087,52.2320235,1.183606104,617500,264090
6089,52.23073117,1.34403469,628459,264440
6090,52.31864569,1.425047223,633527,274473
6091,52.19277108,0.889360324,597585,258883
6092,52.21785822,1.492096269,638636,263486
6003,51.85248169,0.963264478,604179,221250
6004,51.78482962,1.156989955,617844,214289
6079,52.13546059,0.794482019,591347,252256
6080,52.02844532,0.858396638,596189,240527
6081,52.00394352,0.890961623,598531,237891
6082,52.04765984,0.950815882,602441,242917
6126,51.98747529,0.752205192,589078,235690
6127,51.61221541,0.523363105,574812,193392
6128,51.97220204,0.774537494,590676,234050
6129,51.59358209,0.429589515,568389,191100
6130,51.93895568,0.502974847,572153,229676
6131,52.0771002,0.491622537,570846,245011
6132,52.06906285,0.474029461,569671,244076
6133,52.04907276,0.461985798,568921,241825
6134,52.08527321,0.665889829,582753,246344
6135,52.09308736,0.693205781,584592,247282
6136,52.08030146,0.724401393,586782,245940
6137,51.97175609,0.940319408,602063,234448
6138,51.9717647,0.940334534,602064,234449
6139,51.93571572,0.697210854,585516,229793
6140,51.89895689,0.851023678,596248,226109
6141,51.95518158,0.426840142,566860,231303
6142,51.88835825,0.60379953,579284,224293
6143,51.81041449,0.674703867,584481,215803
6144,51.80192941,0.634687532,581757,214759
6145,51.88494572,0.365159105,562876,223353
6146,51.84731927,0.4230651,567000,219300
6147,51.73662752,0.479434923,571301,207122
6148,51.72746779,0.441021119,568683,206014
6149,51.73778179,0.446255626,569006,207173
6188,51.72046258,0.539826754,575533,205468
6200,51.64488467,0.396498044,565910,196729
6201,51.64818714,0.346091007,562411,196983
6013,52.95829102,0.8495666,591501,343902
6093,52.88425804,0.77091446,586537,335462
6100,52.8915581,0.874594454,593479,336548
6012,53.67727998,-0.525439654,497500,421100
6016,53.55008022,-0.501985747,499347,406982
6017,53.37107156,0.008647682,533736,387903
6233,53.49618589,-0.112626629,525300,401600
6238,53.38886167,-0.330916338,511100,389300
6239,53.40663609,-0.449066702,503200,391100
6241,53.46089648,-0.474203005,501400,397100
6242,53.68970351,-0.441711527,503000,422600
6243,53.54666861,-0.159663086,522035,407134
6244,53.57458871,-0.108260127,525358,410329
6014,52.80824167,0.210566194,549100,325700
6101,52.24092541,-1.083177864,462700,260700
6102,52.24480995,-0.905872882,474800,261300
6103,52.21274441,-0.938860417,472600,257700
6104,52.33424661,-0.683520481,489800,271500
6105,52.40828443,-0.556356497,498300,279900
6106,52.52682829,-0.428692053,506697,293266
6107,52.58435045,-0.404450621,508200,299700
6108,52.23034634,-0.897443216,475400,259700
6109,52.43909876,-0.734830076,486100,283100
6110,52.40184928,-0.544807131,499100,279200
6111,52.44298518,-0.49264806,502553,283848
6113,52.37780742,-0.720422227,487200,276300
6115,52.22917042,-0.868189,477400,259600
6116,52.24627229,-0.779869685,483400,261600
6117,52.22798582,-0.934104783,472900,259400
6118,52.27103873,-0.922813849,473600,264200
6120,52.23196971,-0.977936897,469900,259800
6121,52.56853824,-0.123194544,527300,298400
6122,52.24841898,-0.907248913,474700,261700
6123,52.22921671,-1.080490725,462900,259400
6124,52.49389475,-0.649298696,491800,289300
6218,52.3294515,-0.919928306,473700,270700
6006,52.87206274,-0.044739084,531700,332300
6018,52.79975232,-0.132538621,526000,324100
6019,52.47322657,-0.911995568,474000,286700
6020,52.65687843,-0.382590605,509500,307800
6021,52.47050296,-0.9091184,474200,286400
6022,52.8460014,-0.100854888,528000,329300
6023,52.47601738,-0.922233157,473300,287000
6024,52.58734239,-0.568193404,497100,299800
6025,52.51524235,-0.794538785,481900,291500
6026,52.82340472,-0.536700318,498700,326100
6027,52.68874967,-0.412484187,507400,311300
6028,52.6719579,-0.303645835,514800,309600
6029,52.66622565,-0.280206487,516400,309000
6030,52.65432695,-0.461040346,504200,307400
6031,52.74835452,-0.502176664,501200,317800
6032,52.53712459,-0.824902074,479800,293900
6033,52.83323137,-0.460662501,503800,327300
6034,52.61627832,-0.582020554,496100,303000
6035,52.72045589,-0.363952341,510600,314900
6036,52.75595074,-0.534516354,499000,318600
6037,52.52925742,-0.758775677,484300,293100
6038,52.54618551,-0.832033645,479300,294900
6040,52.73110325,-0.419832144,506800,316000
6002,53.29301675,0.297043928,553200,379800
6041,53.14420675,-0.140057662,524500,362400
6042,53.1430552,-0.241780549,517700,362100
6043,53.00987205,-0.116027012,526500,347500
6044,53.17622922,-0.571106776,495600,365300
6045,53.2287548,-0.528909923,498300,371200
6046,53.20844472,-0.108824423,526400,369600
6047,53.23088162,-0.555804245,496500,371400
6048,53.23645373,-0.570600405,495500,372000
6049,53.20209019,-0.553777928,496700,368200
6050,53.22987382,-0.546849304,497100,371300
6051,52.81095396,-0.623172397,492900,324600
6052,53.2756766,-0.40281926,506600,376600
6053,53.08055298,-0.614586292,492900,354600
6054,53.22171333,-0.541134105,497500,370400
6055,52.89098807,-0.625097088,492600,333500
6056,53.21375379,-0.551887581,496800,369500
6057,53.02267983,-0.746151852,484200,348000
6058,53.22666958,-0.368690009,509000,371200
6060,53.2103837,-0.117724365,525800,369800
6061,53.21235628,-0.441116651,504200,369500
6062,53.25017887,-0.313835649,512600,373900
6063,53.29691252,-0.131928576,524600,379400
6064,53.02274286,-0.379375824,508800,348500
6066,52.94939014,-0.702131683,487300,339900
6067,52.98690554,-0.680151837,488700,344100
6068,53.07046321,-0.196973557,520900,354100
6069,53.00002013,-0.427913218,505600,345900
6070,52.99886399,-0.408583192,506900,345800
6071,53.07790289,-0.274294718,515700,354800
6072,52.93914367,0.029717341,536500,339900
6073,53.21376016,-0.345218587,510600,369800
6112,53.18702235,0.09678679,540200,367600
6114,53.32990328,-0.644062039,490400,382300
6219,52.78447931,-0.626395437,492739,321651
6221,53.11364531,-0.600076061,493800,358300
6222,52.86747134,-0.333170407,512300,331300
6223,52.9221153,-0.319172145,513100,337400
6224,52.8963499,-0.340982415,511700,334500
6225,52.83607271,-0.274988931,516300,327900
6226,52.90502046,-0.255894688,517400,335600
6227,53.0813039,-0.140784771,524633,355402
6228,53.12572786,-0.052673483,530400,360500
6229,53.14449003,0.086938518,539680,362850
6230,53.00742498,-0.020739832,532900,347400
6231,53.10664262,0.013692812,534900,358500
2101,52.95456025,-1.833993435,411250,339700
2107,52.85554433,-1.648734504,423750,328730
2113,53.05346689,-1.79303493,413970,350710
2117,53.04900087,-1.879129103,408200,350200
2119,53.05587478,-1.782281235,414690,350980
2126,53.01389836,-1.738969094,417610,346320
2127,53.06434035,-2.026819818,398300,351900
2133,52.90251361,-1.834935455,411200,333910
2149,52.95359666,-1.989539503,400800,339580
2150,52.87715116,-1.759135558,416308,331103
2153,52.97634825,-1.860567234,409460,342120
2154,53.12011062,-2.012809485,399240,358104
2099,52.80527231,-2.011083149,399350,323080
2104,52.75692998,-1.80540628,413230,317720
2105,52.79151263,-2.038513318,397500,321550
2116,53.01757912,-2.162141074,389220,346710
2122,52.83975415,-2.174095579,388370,326930
2123,52.72781444,-2.117676581,392150,314470
2137,52.91625685,-2.171874498,388540,335440
2098,52.52039867,-1.751185507,416980,291420
2108,52.78065709,-1.647113493,423900,320400
2112,52.62790634,-1.613033239,426290,303420
2115,52.46011292,-1.897228201,407080,284690
2129,52.48421712,-1.731951761,418300,287400
2131,52.63129837,-1.69751578,420570,303770
2134,52.54112556,-1.695628821,420740,293740
2135,52.56021393,-1.983435559,401220,295820
2140,52.52494192,-1.911521697,406100,291900
2143,52.49624708,-1.688426444,421250,288750
2151,52.37616188,-1.814441409,412729,275363
2157,52.39767643,-1.853811943,410044,277750
2006,52.15374233,-1.69725229,420810,250650
2029,52.19769473,-1.602585984,427260,255570
2042,52.39514651,-1.17316039,456360,277780
2043,52.38548868,-1.262527196,450290,276640
2044,52.28494021,-1.562665645,429930,265290
2045,52.06227108,-1.622021262,426010,240500
2046,52.19160231,-1.701237725,420520,254860
2047,52.27410017,-1.889597163,407630,264000
2048,52.24754081,-1.794003127,414161,261060
2052,52.18040626,-1.875057533,408640,253580
2079,52.31352165,-1.314918575,446800,268600
2080,52.26098156,-1.408033803,440500,262700
2083,52.2969483,-1.777380649,415279,266559
2184,52.31621661,-1.431473398,438852,268831
2032,52.51274867,-2.205952371,386120,290560
2037,52.45800605,-2.140354038,390560,284460
2076,52.46289218,-2.061434844,395923,284996
2091,52.58239836,-2.192199548,387074,298305
2097,53.36231577,-1.703638184,419820,385090
2103,53.12410979,-1.557936289,429680,358640
2110,53.22367623,-1.727511587,418290,369660
2118,53.21130788,-1.610945146,426080,368320
2120,53.07274206,-1.441445189,437520,352980
2124,52.9983162,-1.525398517,431950,344660
2130,52.88069513,-1.346435429,444080,331670
2138,52.92727059,-1.475449824,435360,336780
2162,53.25361173,-1.904034637,406500,372960
2106,53.39774916,-0.964963636,468920,389490
2114,53.26963164,-0.952015631,469990,375250
2121,53.30923565,-1.138201325,457520,379490
2141,53.3771779,-1.053251354,463080,387120
2146,53.16676431,-1.164243241,455970,363620
2147,53.22651332,-1.008043495,466320,370400
2148,53.23399263,-1.03214169,464700,371210
2156,53.30838226,-0.942662478,470550,379570
2100,52.86544149,-1.335375153,444840,329980
2102,52.95271777,-1.077726979,462060,339880
2109,53.13186635,-0.803660439,480140,360080
2128,53.29352224,-0.751003528,483349,378123
2144,53.59198804,-0.73818566,483616,411341
2145,53.39269845,-0.77684022,481438,389126
2152,52.84824478,-1.562078307,429590,327950
2155,53.08321079,-1.327697441,445130,354210
2159,53.0034646,-1.310011185,446400,345350
2163,53.00956725,-1.190055671,454442,346113
2164,52.9215941,-1.283498993,448270,336260
2165,52.94818637,-1.183344119,454970,339290
2168,52.76536674,-1.214333907,453110,318930
2111,52.7062357,-1.09151535,461480,312450
2125,52.70310917,-1.142490665,458040,312060
2132,52.8319079,-1.273545873,449040,326290
2136,52.57127756,-1.201280635,454230,297350
2139,52.57386531,-1.134536844,458750,297690
2142,52.75855071,-1.164074472,456510,318210
2158,52.6198012,-1.146482509,457880,302790
2160,52.55345566,-1.171958574,456240,295390
2161,52.78322964,-1.279560631,448689,320871
2003,52.7599372,-3.455159022,301900,319030
2004,52.72448392,-2.872205892,341190,314450
2009,52.5535162,-3.233562099,316460,295790
2013,52.67812186,-2.791706051,346570,309230
2017,52.43009313,-3.545758254,295000,282470
2020,52.76898575,-3.108764959,325290,319620
2025,52.79432305,-3.110299174,325230,322440
2033,52.45121807,-3.539140093,295500,284810
2034,52.51438716,-3.427283781,303240,291680
2035,52.70734547,-3.250182283,315630,312920
2036,52.70980615,-2.758087727,348880,312730
2054,52.46811304,-3.60067681,291360,286780
2060,52.70459128,-3.321738263,310790,312700
2061,52.74586587,-3.041069286,329820,316980
2062,52.67667767,-3.433752682,303160,309740
2067,52.73574888,-2.994322422,332960,315810
2068,52.67245676,-3.115784153,324650,308890
2072,52.60184127,-3.166849495,321070,301090
2089,52.66047691,-3.155695349,321930,307600
2093,52.65280303,-2.912169407,338390,306510
2094,52.73512719,-2.960688469,335230,315710
2095,52.74743927,-2.972218464,334470,317090
2096,52.77969599,-3.037873702,330090,320740
2012,51.90904047,-2.326737809,377620,223440
2019,51.74002495,-2.246876928,383050,204620
2022,52.04966849,-2.200751659,386330,239050
2031,51.94892468,-2.227072145,384490,227850
2041,52.00171656,-2.163100444,388900,233710
2051,51.85021202,-2.336618901,376910,216900
2055,51.7644995,-2.556812575,361670,207460
2059,51.79704171,-2.348113091,376090,210990
2063,51.86498876,-2.252208346,382730,218520
2070,51.9262312,-2.19758217,386510,225320
2071,51.7174433,-2.482844517,366740,202190
2074,51.69999093,-2.36024529,375200,200200
2077,51.73043794,-2.362224978,375080,203587
2078,51.96924079,-2.193579341,386798,230103
2081,52.15860956,-2.219455881,385084,251171
2085,52.01310816,-2.175322756,388064,234979
2087,51.72971595,-2.534810853,363160,203580
2166,51.92294278,-2.265009673,381872,224969
2167,51.88782437,-2.256956763,382412,221061
2170,51.88594475,-2.052679768,396471,220822
2171,51.89072108,-2.066111789,395547,221354
2172,51.88968922,-2.062303301,395809,221239
2173,51.89606853,-2.069752786,395297,221949
2174,51.91358702,-2.100891618,393157,223900
2175,51.72389263,-2.13098568,391049,202805
2176,51.72380485,-2.1996652,386305,202806
2177,51.75339189,-2.322251603,377852,206127
2179,51.84004385,-2.142121881,390305,215725
2180,51.88148573,-2.206857809,385858,220345
2181,51.84093572,-2.202244689,386163,215834
2182,51.85211677,-2.233335064,384025,217084
2183,51.83229376,-2.27015093,381481,214888
2008,52.70663805,-2.605587196,359180,312280
2011,52.72360694,-2.609820015,358910,314170
2014,52.76777964,-2.83972291,343440,319240
2027,52.78103903,-2.474819713,368070,320490
2028,52.804664,-2.52180325,364920,323140
2066,52.75426753,-2.534090961,364050,317540
2005,52.31321509,-2.591546428,359770,268510
2021,52.19897872,-2.389287971,373490,255710
2026,52.32000783,-2.523856494,364390,269230
2030,52.40600372,-2.803287507,345450,278970
2040,52.17706242,-2.288337619,380380,253240
2053,52.34478569,-3.04395053,328980,272370
2057,52.35909569,-2.876151411,340430,273810
2065,52.38161148,-2.724244108,350800,276200
2086,52.36409804,-2.706481447,351990,274240
2088,52.31178192,-2.625411383,357460,268370
2090,52.39486507,-3.160352336,321140,278061
2178,52.28899754,-2.418694921,371538,265734
2002,52.09217187,-1.942883561,404010,243760
2010,52.11443239,-2.108019305,392700,246240
2015,52.10078248,-1.910171061,406250,244720
2024,52.06484961,-1.966695375,402380,240720
2049,52.10744739,-2.071937703,395170,245460
2050,51.99866999,-2.155515201,389420,233370
2056,52.03494746,-2.116573652,392100,237400
2001,52.38357114,-2.322445542,378150,276220
2007,52.25538196,-2.193915994,386860,261930
2016,52.55521196,-2.376063479,374600,295330
2023,52.38532601,-2.337885613,377100,276420
2038,52.46132342,-2.207478162,386000,284840
2039,52.17980668,-2.225468736,384680,253530
2058,52.63636303,-2.524969345,364570,304420
2064,52.38895996,-2.250485047,383050,276800
2069,52.53494142,-2.415842495,371890,293090
2075,52.30676988,-2.076954811,394850,267631
2092,52.20697452,-2.235279269,384019,256554
2169,52.67455913,-2.379336183,374448,308607
8008,55.34347135,-2.1245326,392200,605500
8026,55.1277291,-1.495005262,432300,581600
8092,55.17723056,-1.871218339,408300,587000
8098,55.03973134,-1.859140704,409100,571700
8137,55.1519913,-1.914765226,405530,584187
8139,55.16620982,-1.726839439,417500,585800
8143,55.33399816,-1.632682728,423400,604500
8154,55.23408545,-1.901712421,406349,593324
8162,55.04942383,-1.7417205,416600,572800
8173,55.30844688,-1.895999702,406700,601600
8182,55.37210858,-2.209827183,386800,608700
8195,55.0406454,-1.873220756,408200,571800
8014,54.54463749,-1.928861904,404700,516600
8030,54.65060536,-1.508684129,431800,528500
8034,54.51794047,-1.601418537,425900,513700
8071,54.47030471,-1.098864685,458500,508700
8082,54.4777225,-1.298743008,445538,509378
8088,54.48906198,-1.144764158,455500,510750
8093,54.67293892,-2.235664529,384900,530900
8108,54.53303903,-1.550275287,429200,515400
8129,54.48854084,-1.439619371,436400,510500
8138,54.62012127,-2.078947466,395000,525000
8141,54.69685021,-2.375443073,375900,533600
8164,54.60852578,-1.549444029,429200,523800
8177,54.50510542,-1.949005892,403400,512200
8185,54.56750893,-0.89874397,471300,519700
8190,54.51061782,-1.562877415,428400,512900
8200,54.468284,-1.194571467,452300,508400
8223,54.51238903,-1.355886067,441800,513200
8020,55.76651472,-1.924526165,404834,652577
8051,55.5169555,-2.004723676,399800,624800
8221,55.54750534,-2.011067045,399400,628200
8005,54.90383122,-2.265083539,383100,556600
8007,54.81254771,-2.443423448,371600,546500
8019,55.14286975,-2.261960706,383400,583200
8040,54.94993726,-1.942202106,403800,561700
8058,55.00142874,-1.604459385,425400,567500
8076,54.94347347,-2.513550067,367200,561100
8085,55.01778853,-1.614385787,424755,569317
8095,54.97669813,-2.226505734,385600,564700
8111,55.24429818,-2.561461268,364400,594600
8157,55.23198003,-2.179214116,388700,593100
8158,55.24360295,-2.215440144,386400,594400
8166,55.05320057,-2.148673006,390600,573200
8167,55.14297282,-2.208621837,386800,583200
8170,54.95174142,-1.959374368,402700,561900
8203,54.92057978,-1.613053035,424900,558500
8222,55.02325985,-1.696528697,419500,569900
8262,55.18095186,-2.452217949,371300,587500
8018,54.68471569,-1.818491057,411800,532200
8038,54.74260264,-1.599217198,425900,538700
8046,54.85479558,-1.559165991,428400,551200
8055,54.62097456,-1.868331596,408600,525100
8068,54.64666661,-1.672994254,421200,528000
8072,54.74593592,-2.076085949,395200,539000
8123,54.82500666,-1.744678595,416502,547826
8128,54.61907374,-1.794005497,413400,524900
8155,54.6323827,-1.710287136,418800,526400
8192,54.63425339,-1.742806384,416700,526600
8196,54.74685533,-2.027930499,398300,539100
8198,54.64933282,-1.662124657,421900,528300
8201,54.73448382,-1.589979302,426500,537800
8212,54.75294241,-2.223699882,385700,539800
8219,54.67287559,-1.733258801,417300,530900
8003,53.71641532,-0.905940321,472300,425000
8009,53.80154719,-1.574836141,428100,434000
8017,53.72322152,-1.198264062,453000,425500
8032,53.70235605,-1.793958599,413700,422900
8035,53.95776691,-2.073114765,395300,451300
8041,53.69679086,-1.027617784,464300,422700
8042,53.7310155,-1.358184289,442440,426260
8048,53.73129349,-1.983289167,401200,426100
8053,53.6752826,-1.738081211,417400,419900
8054,53.91824299,-2.007576367,399600,446900
8056,53.83812897,-1.82824508,411400,438000
8060,53.90296021,-1.969523982,402100,445200
8061,53.79421072,-1.535440862,430700,433200
